Category,Subcategory,Service Name,Phone Number,Physical Address,Hours of operation,Description,Wheelchair access (y),Language Help (y),Web address,Email Address
Housing,Overnight/Short Term Shelters,Looking Glass - Station #7,541-689-3111,"931 W 7th Ave. Eugene, OR, 97402",24/7,Provides crisis intervention services and temporary emergency shelter for runaway and homeless youth ages 11-17.,,,https://www.lookingglass.us/station-7,
Housing,Overnight/Short Term Shelters,"Sponsors, Inc.- Re-Entry Resource Center",541-505-5690,"338 Hwy. 99 N Eugene, OR, 97402",M-F 8-4:30,"Services for those on probation or parole. Transitional housing for men and women. Information, resources and referrals to find employment. Drop in or make an appointment.",,,sponsorsinc.org/rrc/,
Housing,Overnight/Short Term Shelters,"Sponsors, Inc.- Re-Entry Resource Center",541-505-5690,"767 East 8th Ave Eugene, OR97402",M-F 8-4:30,Women’s assistance program,,,sponsorsinc.org/rrc/,
Housing,Overnight/Short Term Shelters,Womenspace,541-485-6513 (24 hour crisis line),"1577 Pearl St 2nd Floor Eugene, OR",M-F 9am-5pm; 24 hour crisis hotline,"Confidential, emergency shelter for families and individuals leaving a dangerous situation. Access to shelter is through the 24-hour crisis and support line or meeting with an advocate.",y,y,https://www.womenspaceinc.org/,
Information,Crisis Lines/Hotlines,,,,,,,,,
Information,Crisis Lines/Hotlines,911,911,,24/7,Emergencies only,,,,
Information,Crisis Lines/Hotlines,Lane County Police non-emergency line,541 682-3729,,24/7,Lane County Police non-emergency line,,,,
Information,Crisis Lines/Hotlines,Eugene Police non-emergency line,541 682-5111,,24/7,Eugene Police non-emergency line,,,,
Information,Crisis Lines/Hotlines,Alzheimer’s Association Helpline,800.272.3900,,,"Help for sufferers of dementia and their families or caregivers. Sometimes out of the office, but leave a number and they will call back.",,,,
Information,Crisis Lines/Hotlines,Boys and Girls Aid,503-222-9661,,M-F 8:30-5pm,"Pregnancy counseling to discuss options when pregnant. You can also text “Askme” to 503.841.2672 Phone, chat or text only. Live chat on website available evenings and weekends.",,,https://www.boysandgirlsaid.org/options,
Information,Crisis Lines/Hotlines,CAHOOTS -- Eugene only,541-682-5111,,24/7,"rovides on site care for mental health or substance abuse emergencies, conflict resolution/mediation, transport to other agencies, deals with housing crises and first aid. Dispatched by police non-emergency line.",,,,
Information,Crisis Lines/Hotlines,CAHOOTS-- Springfield only,541-726-3714,,24/7,"Provides on site care for mental health or substance abuse emergencies, conflict resolution/mediation, transport to other agencies, deals with housing crises and first aid. Dispatched by police non-emergency line.",,,,
Information,Crisis Lines/Hotlines,211Info,211 or text your zip code to 898211,,M- F 8am-6pm,Helping people in Oregon navigate and connect with local resources they need.,y,,,Ask for info via email: help@211info.org
Information,Crisis Lines/Hotlines,Lines for Life Alcohol Drug Help Line,1-800-923-4357,,24/7,"or individuals and family members seeking crisis intervention, treatment referral, and chemical-dependency information. 24/7. Or text “RecoveryNow” to 839863 (8am-11pm)",,,https://www.linesforlife.org/get-help-now/,
Information,Crisis Lines/Hotlines,Looking Glass Crisis Response Line,1-888-989-9990,,24/7,24 hour crisis prevention helpline for families with children or runaways for ages 17 and under,,,,
Information,Crisis Lines/Hotlines,Military Helpline,888-457-4838,,24/7,"24/7 resource for military service members, veterans and their families. Text “MILT” to 839863 (8am-11pm)",,,https://www.linesforlife.org/get-help-now/,
Information,Crisis Lines/Hotlines,National Child Abuse Hotline,1-800-422-4453,,24/7,Provide counseling concerning child abuse 24/7 (interpretation available for 140 languages).,y,,https://www.childhelp.org,
Information,Crisis Lines/Hotlines,National Suicide Prevention Lifeline,1-800-273-8255,,24/7,Free and confidential counseling for those who are in a suicide crisis.,,,https://suicidepreventionlifeline.org/,
Information,Crisis Lines/Hotlines,Oregon Abuse Hotline for Children & Adults,1-855-503-7233,,24/7,Report suspected child abuse to DHS. Be ready to provide identifying information and the whereabouts of the child if known. TTY/Voice: 503-945-5811,y,,https://www.oregon.gov/DHS/abuse/Pages/index.aspx,
Information,Crisis Lines/Hotlines,Public Benefits Hotline,800-520-5292,,MTH 1-4; TW 9-12,"Provides assistance for those who are having trouble with government benefits, such as social security, food stamps, Oregon Health Plan and others.",,,https://oregonlawhelp.org/resource/public-benefits-information-hotline,
Information,Crisis Lines/Hotlines,Sexual Assault Support Services (SASS),1-800-788-4727 or 541-343-7277,,24/7,Crisis and support line for those who are sexually assaulted.,,,,
Information,Crisis Lines/Hotlines,Trans Lifeline,877-565-8860,,7am-1am daily.,"Offering direct emotional and financial support to trans people in crisis - for the trans community, by the trans community.",y,,https://www.translifeline.org/,
Information,Crisis Lines/Hotlines,Trevor Lifeline,1-866-488-7386,,24/7,24/7 crisis intervention and suicide prevention p,,,https://www.thetrevorproject.org/,
Information,Crisis Lines/Hotlines,Veterans Homeless Services Hotline,877-424-3838,,24/7,A national line that provides referral to services for veterans without a home.,,,,
Information,Crisis Lines/Hotlines,Veterans Crisis Hotline,"800-273-8255, press 1",,24/7,"Support line for all veterans, service members, National Guard members and their family.",,,,
Information,Crisis Lines/Hotlines,White Bird 24/7 Crisis Line,"541-687-4000, 1-800-422-7558",,24/7,"Crisis intervention, mental health referral and transportation assistance for people with mental health needs in Eugene or Springfield without homes.",,,https://whitebirdclinic.org/,
Information,Crisis Lines/Hotlines,Womenspace 24-hr. Hotline,541-485-6513,,24/7,"24/7 crisis line for all victims and survivors of domestic violence, intimate partner violence, sexual assault and stalking in Lane County.",,,,
Information,Crisis Lines/Hotlines,Youthline,877-968-8491,,24/7,24/7 crisis line staffed by and for teenagers 4-10pm daily (adults available at other times). Text “teen2teen” to 839863. Chat and email also available.,,,oregonYouthline.org,
Information,Referral and Information Services,,,,,,,,,
Information,Referral and Information Services,211 Info,211,,"M - F 8 - 6, Texting available M - F 9 - 5","Provides free information on over 2,700 community agencies providing over 30,000 programs to people throughout Oregon and Southwest Washington. text your zip code to 898211 . One can also get information from the website or email.",,y,211info.org,help@211info.org
Information,Referral and Information Services,Aunt Bertha,,,,"A national, searchable online database that connects people with services in their communities for a range of issues.",,,https://www.auntbertha.com/find-social-services/oregon,
Information,Referral and Information Services,First Place Family Center,541-342-7728,"1995 Amazon Parkway, Eugene OR 97405",7 days 8am-5pm,"Offers a day time facility for families with children, meals, mail service, laundry, computers, preschool, limited overnight accommodations, and referrals for jobs, housing and recovery. Wheelchair access, Se habla Espanol",y,y,https://www.svdp.us/what-we-do/homeless-services/first-place-family-center/,
Information,Referral and Information Services,FOOD for Lane County,541-343-2822,"770 Bailey Hill Rd. Eugene, OR, 97402",M-F 9-4,Call for a location to pick up food.,,y,foodforlanecounty.org,info@foodforlanecounty.org
Information,Referral and Information Services,Community Alliance of Tenants,503-288-0130,,MWFSa 1-5pm and Tues 6-8pm,Helps tenants and renters in Oregon understand their rights. Basic information is provided on the website. The hotline is staffed by volunteers,,,http://oregoncat.org/know-your-rights/,
Information,Referral and Information Services,Foreclosure Hotline,503-288-0130,,M-F 9-4,Free or reduced cost legal help with foreclosures.,,,https://oregonlawhelp.org/resource/oregon-legal-aid-offices?ref=D0GoW,
Information,Referral and Information Services,Homeownership Preservation Foundation,1-888-995-HOPE,,,Referrals and counseling provided for homeowners facing foreclosure.,,,https://homeownershippreservation.org,
Information,Referral and Information Services,Housing and Urban Development,1-800-669-9777,,M-F 8-4:30,HUD takes on cases when housing rights have been violated. Make a complaint on the website or by phone.,,,https://www.hud.gov/program_offices/fair_housing_equal_opp/online-complaint,
Information,Referral and Information Services,Love Inc. of Eugene,XLove Inc. of Eugene 541-653-8537,,M-Th 10am-2pm,The Call Center will listen to your needs and try to find a service that will provide assistance. (Unable to help in crisis or housing situations),,,http://loveinclanecounty.com/index.html,
Information,Referral and Information Services,National Alliance on Mental Illness Lane County (NAMI),541-343-7688,"2411 Martin Luther King Jr. Blvd., Ste. 246 Eugene",M - Th 10 - 2,"Provides information, education, support and advocacy for the mentally ill and their families. Provides referrals for a variety of services for the mentally ill. Services are free.",y,y,namilane.org,
Information,Referral and Information Services,National Clearinghouse for Alcohol & Drug Information (NCADI),877-726-4727,,24/7,National resource for information about substance abuse prevention and addiction treatment. Free publications are available on its website.,,y,https://store.samhsa.gov/,
Information,Referral and Information Services,National Health Information Center,,,24/7,24/7 health information referral service that links consumers and health professionals who have health questions to organizations best able to provide answers.,,y,healthfinder.gov,info@nhic.org
Information,Referral and Information Services,Oregon Helps Social Service Eligibility Calculator,,,,"This free web service can tell you whether your family is eligible for 33 programs and assistance, including Food Stamps, Oregon Health Plan, Employment Related Day Care (ERDC), Temporary Assistance for Needy Families (TANF), Federal Housing Assistance, Low-Income Home Energy Assistance Program (LIEAP), federal and state Earned Income Tax Credits, Oregon's Working Family Tax Credit, Individual Development Accounts (IDAs), National School Lunch Program, Women, Infants, and Children Nutrition Program (WIC), and Emergency Food.",,y,http://ww1.oregonhelps.org/,
Information,Referral and Information Services,Parenting Now,541-484-5316,"86 Centennial Loop, Eugene, OR 97401",M-Th 9-4,Provides free parenting education and support to families with young children. Free car seats by arrangement.,,,https://parentingnow.org/,
Information,Referral and Information Services,Senior & Disability Services,541-682-3353,"1015 Willamette St. Eugene, OR, 97401",M-F 9-4,"Provides a variety of services to seniors and family caregivers throughout Lane County including information and referral, short-term assistance (e.g. - Energy Assistance certification), in-home help, Medicaid and SNAP, Meals on Wheels, grocery/medical transport, and case management for persons 60 years and older and persons with disabilities (age 18 & older).",y,y,sdslane.org,
Information,Referral and Information Services,Trans*Ponder,508-443-6337,,,"Trans*Ponder provides community and resources for transgendered individuals. They provide a yoga class and support groups for transgendered folks, questioning and parents. Website provides a list of providers that are LGBTQ affirmative. Please contact via phone or email for their full services, places and times. Leave a message and they will get back.",,,www.transponder.community,Email: info@transponder.community
Information,Referral and Information Services,White Bird - Front Rooms Resource Center,541-342-8255,"341 E. 12th Ave, Eugene",7 days 8am-10pm,"White Bird Front Rooms provides water, a mail/messaging service, phone access, clothing, bathrooms, and indoor shelter for up to two hours at a time. Referrals and information are available by phone or walk in. Also provides vouchers for no cost vision exams, lenses and frames.",,y,https://whitebirdclinic.org/front-rooms,
Legal ,Know Your Rights,,,,,,,,,
Legal,Know Your Rights,ACLU of Oregon,541-345-6162 (888) 527-2258 Toll-Free,"P.O. Box 40585 Portland, OR, 97240",,Free Know Your Rights resources are available through their website. Voicemail may take several weeks to respond.,,,https://www.aclu-or.org/en/Know-Your-Rights,
Legal,Know Your Rights,Community Alliance of Tenants,503-288-0130,,MWFSa 1-5pm and Tues 6-8pm.,Helps tenants and renters in Oregon understand their rights. Basic information is provided on the website. The hotline is staffed by volunteers with the hours of,,,http://oregoncat.org/know-your-rights/,
Legal,Know Your Rights,Eugene Springfield Solidarity Network (ESSN),541-600-5754,88 Charnelton St. Eugene OR United States 97401,M – F 9 AM – 5 PM,"ESSN brings together labor unions, student groups, religious congregations, and community organizations to support the civil and economic rights of all working people – especially the right to a decent standard of living, the right to a stable job, and the right to organize.",,,https://www.solidaritynetwork.org,
Legal,Know Your Rights,Foreclosure Hotline,503-227-0198 or Toll-free at 855-412-8828,,M-F 9-4,Free or reduced cost legal help with foreclosures.,,,https://oregonlawhelp.org/resource/oregon-legal-aid-offices?ref=D0GoW,
Legal,Know Your Rights,Homeownership Preservation Foundation,1-888-995-HOPE,,,Referrals and counseling provided for homeowners facing foreclosure.,,,https://homeownershippreservation.org,
Legal,Know Your Rights,Housing and Urban Development,1-800-669-9777,,,HUD takes on cases when housing rights have been violated. Make a complaint on the website or by phone.,,,https://www.hud.gov/program_offices/fair_housing_equal_opp/online-complaint,
Legal,Know Your Rights,Lane County Legal Aid,541-485-1017,"101 East Broadway Suite 200, Eugene",M-F 9-5,"Provides legal services for low income clients. Civil matters, housing services for survivors of domestic and sexual abuse. Also provides assistance obtaining public benefits.",y,y,http://www.lclac.org/,
Legal,Know Your Rights,Oregon Law Help,,,,"Website that provides information on a variety of legal issues, including family, abuse, seniors, employment, tenant issues, disability, and farm workers.",,,https://oregonlawhelp.org/,
Legal,Know Your Rights,Public Benefits Hotline,800-520-5292,,M-Th 1-4pm,"Provides assistance for those who are having trouble with government benefits, such as social security, food stamps, Oregon Health Plan and others.",,,https://oregonlawhelp.org/resource/public-benefits-information-hotline,
Legal,Know Your Rights,Senior Law Cente,541-682-5318,"Campbell Center, 155 High St, Eugene","M 8am-7pm, T-F 8:30-4:30pm","Provides legal services and referrals for seniors 60 and above. Call to make an appointment at the Campbell Center, 155 High St, Eugene. If you have legal questions before your appointment, call 541-485-1017 xt.131",y,,http://www.lclac.org/seniorlaw/,
Legal,Know Your Rights,Survivors Justice Center,541-485-1017,"101 East Broadway Suite 200, Eugene",M-F 9-5,A branch of Lane County Legal Aid. Website gives basic information and referrals for abuse survivors.,,,http://www.lclac.org/sjc/,
Legal,Legal Services,,,,,,,,,
Legal,Legal Services,American Civil Liberties Union of Oregon,888-527-2258,"P.O. Box 40585 Portland, OR, 97240",Su-Th 9-5,Provides free legal education through online resources and legal assistance in some cases that involve violations of civil liberties.,,,www.aclu-or.org,
Legal,Legal Services,Eugene Springfield Solidarity Network (ESSN),541-600-5754,688 Charnelton St. Eugene OR United States 97401,,"ESSN brings together labor unions, student groups, religious congregations, and community organizations to support the civil and economic rights of all working people – especially the right to a decent standard of living, the right to a stable job, and the right to organize.",,,https://www.solidaritynetwork.org,
Legal,Legal Services,Lane County District Attorney's Office,541-682-4261,"125 E 8th Ave., Rm. 400 Eugene, OR, 9740",M - F 8 - 5 (out 12-1pm),"Provides assistance, criminal-justice education, guidance and support to crime victims. Services include crisis intervention, securing emergency assistance, case status notification, property return, community resource and referral, and court accompaniment. Also assists victims with application for crime victim's compensation benefits.",y,y,https://lanecounty.org/government/county_departments/district_attorney_s_office,
Legal,Legal Services,Lane County Legal Aid,541-485-1017,"101 East Broadway Suite 200, Eugene",M-F 9-5,"Provides legal services for low income clients. Civil matters, housing services for survivors of domestic and sexual abuse. Also provides assistance obtaining public benefits.",y,y,http://www.lclac.org/,
Legal,Legal Services,Oregon State Bar Referral and Information Services,503-620-0222,,"Mon – Fri, 8 AM – 5 PM",Refers clients to attorneys by area of law for an office consultation in a client's geographical area. Attorneys agree to charge no more than $35 for the initial consultation.,,y,https://www.osbar.org/public/,
Legal,Legal Services,Senior Law Center,541-682-5318,,"M 8am-7pm, T-F 8:30-4:30pm","Provides legal services and referrals for seniors 60 and above. Call to make an appointment at the Campbell Center, 155 High St, Eugene. If you have legal questions before your appointment, call 541-485-1017 xt.131",y,,http://www.lclac.org/seniorlaw/,
Legal,Legal Services,Survivors Justice Center,541-485-1017,"101 East Broadway Suite 200, Eugene",M-F 9-5,A branch of Lane County Legal Aid. Website gives basic information and referrals for abuse survivors.,,,http://www.lclac.org/sjc/,
,Financial Assistance,,,,,,,,,
Money,Financial Assistance,Arc of Lane County,541-343-5256,"4181 E St. Springfield, OR, 97478",M - F 9 - 5,Provides representative payee services for those who need assistance managing their finances.,y,y,arclane.org,
Money,Financial Assistance,Housing Services for Families (Shelter Care),541-689-3785,,M-F 8:30-4:30,"ShelterCare Housing Services for Families has some monies to assist families with children, the elderly and individuals with a disability to remain in their homes. Call the phone number to begin the application process.",,,,
Money,Financial Assistance,Multiple Sclerosis Foundation Emergency Assistance Program,888-673-6287,,M-F 5:30 AM – 3:30 PM ,"Grant assists uninsured individuals with the cost of visiting their MS specialist or dental assistance. It can pay for one visit and one follow-up, is designed to assist those already diagnosed with MS.",,,https://msfocus.org/Get-Help/MSF-Programs-Grants/Healthcare-Assistance-Grant,
Money,Financial Assistance,Pink Fund,877-234-7465,,,Provides financial assistance for those who have been diagnosed with breast cancer and are undergoing active treatment. . Qualified candidates may receive cost-of-living bills during treatment and recovery.,,,https://www.pinkfund.org/get-help/,
Money,Financial Assistance,Samfund Grants for Cancer Survivors,617-938-3484,,,Grants available for those finished with cancer treatment between the ages of 21 and 39. Applications are available in January and July.,,,http://www.thesamfund.org/get-help/grants/,
Money,Financial Assistance,Department of Human Services,541-686-7722,"2101 W. 11 th Ave., Eugene",M-F 7am-6pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Money,Financial Assistance,Department of Human Services,541-686-7555,"899 Willamette St., Eugene",M-F 8am-5pm ,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Money,Financial Assistance,Department of Human Services,541-726- 3525,"101 30th St., Springfield",M-F 7am-6pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Money,Financial Assistance,Department of Human Services,541- 726-6644,"1040 Harlow Rd., Eugene (child welfare only)",M-F 8-5pm,"State- and federally-funded services. Child welfare only. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Money,Rent Assistance,,,,,,,,,
Money,Rent Assistance,Catholic Community Services Springfield Center,541-345-3628,"1025 G St. Springfield, OR 97477",T-F 9-4:30,"Provides one-on-one support and various rental assistance programs as funding is available. Call 541-345-3628 ext 408 Monday mornings at 9:00 a.m. to check the status of the rental assistance waiting list. A food pantry, clothing closet, hygiene items, prescription assistance, housing referrals, utility help and more are also available.",y,y,https://www.ccslc.org/housing-help,
Money,Rent Assistance,Peer-To-Peer Loans Lane County,541-343-9548,,M-F 10-2,Arranges loans between qualified candidates in need of a loan to pay rent and those wishing to assist people maintain their housing. Leave a message on the voicemail with a phone number to return your call.,,,,
Money,Rent Assistance,St. Vincent de Paul Social Services,541-689-6747,"456 Highway 99 N, Eugene",MTThF 10-4,"Social Services provides one-time rental assistance, a food pantry, clothing, vouchers for household goods, propane, prescription assistance, and Second Chance Renters Rehabilitation.",y,,,
Money,Rent Assistance,ShelterCare,541-689-3785,"499 West 4th Avenue, Eugene, OR 97401",M-F 8:30-4:30,"Depending on the level of need, families who face imminent loss of housing but have the capacity to maintain housing with assistance, can receive case management support and rental assistance (up to $800).",,,http://www.sheltercare.org/,
Money,Utility Assistance,,,,,,,,,
Money,Utility Assistance,EPUD Helping Hands,541-746-1583,"33733 Seavey Loop Eugene, OR, 97405",Mon – Thu 7:30 AM – 6 PM,"Helps customers pay their EPUD bills. The maximum award is $300. First come, first serve, one grant per household a year.",,,https://www.epud.org/,
Money,Utility Assistance,Catholic Community Services Eugene Center,541-345-3642,"1464 W 6th Ave, Eugene",M-F 9-4:30,Utility assistance is available at the above number. Please call or walk in to get more information.,y,y,https://www.ccslc.org/food-clothing-and-emergency-help,
Money,Utility Assistance,Catholic Community Services Springfield Center,541-747-8349,"1025 G St. Springfield, OR 97477",T-F 9-4:30,Utility assistance is available at the above number. Please call or walk in to get more information.,y,y,https://www.ccslc.org/food-clothing-and-emergency-help,
Money,Utility Assistance,Lane Electric Member Assistance Program,541-484-1151,"787 Bailey Hill Rd. Eugene, OR, 97402",Mon – Fri 7:30 AM – 5:30 PM,"This energy assistance program helps Lane Electric Cooperative (LEC) members that are falling behind pay their LEC bill, up to $250.",,,https://laneelectric.com/,
Money,Utility Assistance,Oregon Low Income Home Energy Assistance Program,541-682-3378,,Mon Fri 8 AM – 5 PM,"Designed to help low income households with home heating and cooling costs. To qualify, apply online or call.",,,https://lanecounty.org/cms/One.aspx?portalId=3585881&pageId=9773412,
Money,Utility Assistance,Salvation Army,541-343-3328,"640 W. 7th Ave Eugene, OR, 97402","M-Th 8:30-3:25 *Closed 11:55-1pm, T closed 11-2) F 8:30-12:25",Utility assistance is only for Blachely Lane & Lane Electric (EWEB & SUB not covered) and must be referred to SA from the utility. Food boxes are available and snack bags. Valid ID required for services.,y,y,eugene.salvationarmy.org,
Transportation,,,,,,,,,,
Transportation,,CAHOOTS -- Eugene only,541-682-5111,,24/7,"Arranges for transportation to other agencies. Provides on site care for mental health or substance abuse emergencies, conflict resolution/mediation, deals with housing crises and first aid. Dispatched by police non-emergency line.",,,,
Transportation,,CAHOOTS-- Springfield only,541-726-3714,,24/7,"Arranges for transportation to other agencies. Provides on site care for mental health or substance abuse emergencies, conflict resolution/mediation, deals with housing crises and first aid. Dispatched by police non-emergency line.",,,,
Transportation,,Oregon Department of Motor Vehicles - Eugene,541-686-7855,"2870 W 10th Pl. Eugene, OR, 97402","M,T,Th, F 89- 5","Provides all forms of driver licensing, vehicle titles and registration, MCTD and highway permits. For disabled parking placards, pick up an application, get a doctor's signature, and return the application. Homeless individuals may use shelter location with letter as proof of address for obtaining IDs.",y,y,oregon.gov/ODOT/DMV/pages/offices/eugenedtc.aspx,
Transportation,,Oregon Department of Motor Vehicles - Springfield,503-945-5000,"204 N 30th St, Springfield, OR 97478","M,T,Th, F 9 - 5","Provides all forms of driver licensing, vehicle titles and registration, MCTD and highway permits. For disabled parking placards, pick up an application, get a doctor's signature, and return the application. Homeless individuals may use shelter location with letter as proof of address for obtaining IDs. Wheelchair access; Se habla Espanol",y,y,,
Transportation,,LTD: Ridesource,"541-682-5566, 1-877-800-9899",,M-5 8-5,A program to provide residents with non-emergency medical transportation. Call the above numbers to get information about obtaining a transportation assessment. Call M-5 8-5 to set up a scheduled transport. Ridesource does not provide same-day transport,,,https://www.ltd.org/ridesource/,
Transportation,,LTD Reduced Fare,541-687-5555,"3500 E 17th Ave, Eugene",M-F 8-5,LTD provides free bus fares for those 65 and older and reduced fare for those who are disabled.,,,https://www.ltd.org/riding-the-bus/,
Work,Employment or Job Search,,,,,,,,,
Work,Employment or Job Search,Hosea Youth Services Project,541-344-5583,"834 Monroe Street, Eugene, OR, 97402",MWF 4:30-6:30pm,"Drop-in day access center for homeless and displaced youth 16-24 including job search, meals, showers, laundry, clothing, and personal hygiene items.",,,http://www.hoseayouth.org,
Work,Employment or Job Search,Laurel Hill Center - Employment Services,541-485-6340,"2145 Centennial Plaza Eugene, OR, 97401",Intake Hours: T - Th 9am - 10am (Doors open at 8am),Job search support provided to those with psychiatric disabilities. Intake required.,y,y,laurel.org,
Work,Employment or Job Search,"Sponsors, Inc.- Re-Entry Resource Center",541-505-5690,"38 Hwy. 99 N Eugene, OR, 97402",M-F 8-4:30,"Services for those on probation or parole. Transitional housing for men and women. Information, resources and referrals to find employment. Drop in or make an appointment.",y,,sponsorsinc.org/rrc/,
Work,Employment or Job Search,"Sponsors, Inc.- Re-Entry Resource Center – Womans Assistance Program",541-505-5690,"767 East 8th Ave Eugene, OR97402",M-F 8-4:30,"Services for those on probation or parole. Transitional housing for men and women. Information, resources and referrals to find employment. Drop in or make an appointment.",y,,sponsorsinc.org/rrc/,
Work,Employment or Job Search,WorkSource Lane County,541-686-7601,"2510 Oakmont Way Eugene, OR, 97401",M - F 8am - 5pm,"The Job and Career Center provides job-search assistance, career counseling, job-finding workshops, resume and cover-letter writing assistance to all job seekers. Provides information about unemployment. Computer and internet access available for job search purposes.",y,y,worksourceoregon.org,
Work,Employment or Job Search,Vocational Rehabilitation Office- Eugene,541-686-7722,"2885 Chad Dr, Eugene, OR 97408",,Provides those who are blind or deaf or have vocal impairments opportunities for employment.,y,y,,
Work,Employment or Job Search,Vocational Rehabilitation Services (OVRS) - Springfield,541-726-3525,"101 30th St. Springfield, OR, 97478",M-F 7am-6pm,Provides those who are blind or deaf or have vocal impairments opportunities for employment.,y,y,egov.oregon.gov,
Work,Employment or Job Search,Goodwill Industries Job Connections,541-345-1801,"1010 Green Acres Rd Suite C, Eugene, OR 97408",M - F 8am - 4pm,"Provides employment and job search assistance for those who have barriers to employment. Workshops, job leads and employment opportunities are available.",y,y,https://goodwilljobconnection.org/,
Work,Employment or Job Search,Goodwill Industries Job Connections,541-431-3309,"855 Seneca Rd Building 1, Eugene, OR 97402",M - F 8am - 4pm,"Provides employment and job search assistance for those who have barriers to employment. Workshops, job leads and employment opportunities are available.",y,y,https://goodwilljobconnection.org/,
Work,Employment or Job Search,Goodwill Industries Job Connections,458-205-8157,"102 30th St, Springfield, OR 97477",M - F 8am - 4pm,"Provides employment and job search assistance for those who have barriers to employment. Workshops, job leads and employment opportunities are available.",y,y,https://goodwilljobconnection.org/,
Work,Employment or Job Search,Department of Human Services,541-686-7722,"2101 W. 11 th Ave., Eugene",M-F 7am-6pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Work,Employment or Job Search,Department of Human Services,541-686-7555,"899 Willamette St., Eugene",M-F 8am-5pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Work,Employment or Job Search,Department of Human Services,541-726- 3525,"101 30th St., Springfield",M-F 7am-6pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Work,Employment or Job Search,Department of Human Services,541- 726-6644,1040 Harlow Rd.,,"State- and federally-funded services. Child welfare only. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Unique Situations,Jewish Individuals,,,,,,,,,
Unique Situations,Jewish Individuals,Jewish Federation of Lane County - Jewish Family Services,541-484-2541,1175 E. 29th Ave. (inside Temple Beth Israel),Call for hours,"Provides for Jewish individuals: counseling, assessment and problem-solving for seniors, families and children; information on community resources and activities; emergency aid.",y,y,https://jewishfedlc.org/jewishfedlc.org,
Unique Situations,Latino Services,,,,,,,,,
Unique Situations,Latino Services,Centro Latino Americano,541-687-2667,"44 W 5th Ave. Eugene, OR, 97402",M - Th 8:30-5 (Closed 12-1); F 8:30 - 12,"Provides for the local Latino population social services, alcohol and addiction treatment, community health care, translation services for youth and adults.",y,y,centrolatinoamericano.org,
Unique Situations,Latino Services,Emergence Addiction and Behavioral Therapies - Juntos,541-741-7107,"374 ""Q"" Street Springfield, Oregon 97477",M - F 8am - 9pm,"Tratamiento para las sustancias químicas y el juego de apuestas en Español y en tu cultura. Provides gambling, substance abuse, addiction and mental health treatment. Support groups, and outpatient care. Specializes in DBT (Dialectical Behavior Therapy). Call for appointment, no walk in.",y,y,http://www.4emergence.com/programs/juntos,
Unique Situations,LGBTQIA Services,,,,,,,,,
Unique Situations,LGBTQIA Services,Basic Rights Oregon,503-222-6151,"310 SW 4th Ave., Ste. 300 Portland, OR, 97204",M - F 9 - 5,Works to advocate politically for the LGBTQ community. Call or check website for resources or referrals.,,,basicrights.org,
Unique Situations,LGBTQIA Services,LGBTQ Youth Group,541-682-5373,"2700 Hilyard Eugene, OR, 97405",F 4 - 6,"Free, adult-facilitated drop-in group offering support, conversation, information referrals, and snacks for LGBTQ (lesbian, gay, bisexual, transgender, or questioning) youth, 13-18.",y,,bit.ly/1wOWRDM,
Unique Situations,LGBTQIA Services,Trans Lifeline,877-565-8860,,7 days 7am-1am,A national hotline that provides peer counseling in response to crisis situations for transgender individuals. Run by trans for trans. They also guide trans individuals to grants.,,,https://www.translifeline.org/,
